premise_mod,premise_asp,conclusion_mod,conclusion_asp,confidence
cozy,vibe,cozy,atmosphere,1.0
intimate,feel,cozy,atmosphere,0.55
enjoy,dish,great,dish,0.5294
great,dish,enjoy,dish,0.5294
enjoy,dish,recommend,dish,0.5429
recommend,dish,enjoy,dish,0.5429
quick,lunch,amazing,pork,0.5282
amazing,pork,quick,lunch,0.5282
quickly,order,quick,lunch,0.5294
great,lunch,love,lunch,0.504
love,lunch,great,lunch,0.504
good,deal,cheap,option,0.5313
cheap,option,good,deal,0.5313
big,group,large,crowd,1.0
large,crowd,big,group,1.0
good,meat,plenty of,meat,1.0
plenty of,meat,good,meat,1.0
great,portion,big,portion,1.0
big,portion,great,portion,1.0
great,portion,huge,portion,1.0
huge,portion,great,portion,1.0
great,portion,generous,portion,0.5143
generous,portion,great,portion,0.5143
great,brunch spot,good,brunch,0.5161
good,brunch,great,brunch,1.0
great,brunch,good,brunch,1.0
good,brunch,awesome,brunch,1.0
awesome,brunch,good,brunch,1.0
great,decor,good,decor,1.0
good,decor,great,decor,1.0
great,decor,nice,ambience,0.505
exceptional,service,outstanding,service,1.0
outstanding,service,exceptional,service,1.0
recommend,restaurant,wonderful,restaurant,0.5152
wonderful,restaurant,recommend,restaurant,0.5152
good,music,love,music,0.5278
love,music,good,music,0.5278
great,burger,taste,burger,1.0
taste,burger,great,burger,1.0
great,burger,juicy,burger,0.5357
juicy,burger,great,burger,0.5357
good,music,great,music,1.0
great,music,good,music,1.0
great,music,awesome,music,1.0
awesome,music,great,music,1.0
fresh,sushi,good quality,sushi,1.0
good quality,sushi,fresh,sushi,1.0
fresh,sushi,best,sushi,1.0
best,sushi,fresh,sushi,1.0
pricey,food,expensive,food,1.0
expensive,food,pricey,food,1.0
extensive,menu,variety,food,0.544
variety,food,extensive,menu,0.544
attentive,waitress,friendly,waitress,1.0
friendly,waitress,attentive,waitress,1.0
extensive,menu,large,menu,1.0
large,menu,extensive,menu,1.0
recommend,dish,favourite,dish,1.0
favourite,dish,recommend,dish,1.0
very,fill,quite,fill,1.0
quite,fill,very,fill,1.0
good,sandwich,amazing,sandwich,1.0
amazing,sandwich,good,sandwich,1.0
good,sandwich,great,sandwich,0.5152
great,sandwich,good,sandwich,0.5152
good,sandwich,enjoy,sandwich,1.0
enjoy,sandwich,good,sandwich,1.0
small,plate,small,dish,1.0
small,dish,small,plate,1.0
enjoy,experience,better,food,0.5143
better,food,enjoy,experience,0.5143
yummy,food,busy,place,0.5143
busy,place,yummy,food,0.5143
yummy,food,like,food,0.5238
like,food,yummy,food,0.5238
good,size,perfect,size,1.0
perfect,size,good,size,1.0
good,size,great,size,1.0
great,size,good,size,1.0
great,brunch,awesome,brunch,0.5307
awesome,brunch,great,brunch,0.5307
great,brunch,good,brunch,0.5152
good,brunch,great,brunch,0.5152
busy,table,busy,place,0.5429
busy,place,busy,table,0.5429
clean,restaurant,clean,place,1.0
clean,place,clean,restaurant,1.0
great,people,great,option,1.0
simple,menu,limited,menu,1.0
limited,menu,simple,menu,1.0
full of,flavour,good,flavour,1.0
good,flavour,full of,flavour,1.0
full of,flavour,limited,menu,0.5143
limited,menu,full of,flavour,0.5143
full of,flavour,great,flavour,1.0
great,flavour,full of,flavour,1.0
simple,menu,small,menu,0.5143
small,menu,simple,menu,0.5143
good,soup,delicious,soup,1.0
delicious,soup,good,soup,1.0
nice,waiter,better,service,0.5327
better,service,nice,waiter,0.5327
good,soup,tasty,soup,1.0
tasty,soup,good,soup,1.0
good,soup,great,soup,1.0
great,soup,good,soup,1.0
great,view,awesome,view,1.0
awesome,view,great,view,1.0
great,view,gorgeous,view,1.0
gorgeous,view,great,view,1.0
great,view,beautiful,view,0.5484
beautiful,view,great,view,0.5484
wonderful,service,excellent,service,0.5143
excellent,service,wonderful,service,0.5143
wonderful,service,outstanding,service,1.0
outstanding,service,wonderful,service,1.0
gorgeous,interior,beautiful,decor,0.5168
good,lunch,perfect,lunch,1.0
perfect,lunch,good,lunch,1.0
beautiful,decor,beautiful,place,0.5313
beautiful,decor,beautiful,interior,1.0
beautiful,interior,beautiful,decor,1.0
lot of,food,enough,food,1.0
enough,food,lot of,food,1.0
great,beer,great,beers,1.0
great,beers,great,beer,1.0
good,dinner,good,appetizer,0.5126
good,appetizer,good,dinner,0.5126
expensive,food,expensive,meal,1.0
expensive,meal,expensive,food,1.0
hot,food,piping hot,food,1.0
piping hot,food,hot,food,1.0
expensive,dinner,expensive,food,0.5135
good,dinner,great,restaurant,0.5106
better,price,better,value,0.5143
better,value,better,price,0.5143
decent,food,decent,place,0.5143
mediocre,service,bad,service,1.0
bad,service,mediocre,service,1.0
amazing,experience,incredible,experience,1.0
incredible,experience,amazing,experience,1.0
not good,food,not great,food,0.5117
not great,food,not good,food,0.5117
amazing,experience,wonderful,experience,0.5429
wonderful,experience,amazing,experience,0.5429
not good,food,mediocre,food,0.5278
mediocre,food,not good,food,0.5278
packed,place,pack,place,1.0
pack,place,packed,place,1.0
great,deal,good,deal,1.0
good,deal,great,deal,1.0
great,deal,great,value,1.0
great,value,great,deal,1.0
incredible,food,excellent,dish,0.5152
excellent,dish,incredible,food,0.5152
incredible,food,phenomenal,food,1.0
phenomenal,food,incredible,food,1.0
incredible,food,delicious,dish,0.52
delicious,dish,incredible,food,0.52
empty,place,relax,place,0.5152
beautiful,restaurant,gorgeous,restaurant,1.0
gorgeous,restaurant,beautiful,restaurant,1.0
affordable,price,amazing,price,0.5135
large,table,large,group,1.0
large,group,large,table,1.0
big,place,large,table,0.52
low,price,cheap,lunch,0.5257
cheap,lunch,low,price,0.5257
tasty,dish,perfect,dish,1.0
perfect,dish,tasty,dish,1.0
tasty,dish,great,dish,1.0
great,dish,tasty,dish,1.0
long,food,longer,food,1.0
longer,food,long,food,1.0
good,appetizer,good,dinner,0.5278
good,dinner,good,appetizer,0.5278
good,noodle,love,noodle,1.0
love,noodle,good,noodle,1.0
overpriced,food,disappointed,food,0.5143
recommend,dish,love,dish,0.5217
favorite,dish,like,dish,1.0
like,dish,favorite,dish,1.0
great,flavor,amazing,flavor,1.0
amazing,flavor,great,flavor,1.0
great,flavor,flavorful,everything,1.0
flavorful,everything,great,flavor,1.0
great,flavor,different,food,1.0
delicious,sauce,perfect,sauce,1.0
perfect,sauce,delicious,sauce,1.0
delicious,sauce,tasty,sauce,1.0
tasty,sauce,delicious,sauce,1.0
perfectly,cook,cook,meat,0.5217
perfectly,cook,phenomenal,service,0.5135
great,service,love,service,0.5143
good,flavor,good,flavour,1.0
good,flavour,good,flavor,1.0
friendly,owner,nice,owner,1.0
nice,owner,friendly,owner,1.0
tender,chicken,moist,chicken,1.0
moist,chicken,tender,chicken,1.0
late,lunch,really,service,0.5026
really,service,late,lunch,0.5026
rude,server,horrible,service,1.0
horrible,service,rude,server,1.0
not great,food,average,food,1.0
average,food,not great,food,1.0
not great,food,horrible,food,1.0
horrible,food,not great,food,1.0
juicy,chicken,juicy,fry chicken,1.0
juicy,fry chicken,juicy,chicken,1.0
lively,atmosphere,super,fun,0.5313
decent,portion,good,portion,1.0
good,portion,decent,portion,1.0
love,atmosphere,like,atmosphere,0.5135
great,environment,like,atmosphere,0.5135
like,atmosphere,great,atmosphere,0.5455
great,atmosphere,like,atmosphere,0.5455
great,coffee,nice,coffee,1.0
nice,coffee,great,coffee,1.0
great,coffee,love,coffee,1.0
love,coffee,great,coffee,1.0
great,coffee,good,coffee,0.52
terrible,food,bad,food,0.5191
bad,food,terrible,food,0.5191
great,quality,better,quality,1.0
better,quality,great,quality,1.0
great,quality,good,quality,1.0
good,quality,great,quality,1.0
delicious,pizza,recommend,pizza,0.52
enjoy,food,very,food,0.5429
not busy,service,empty,table,0.5455
delicious,pizza,love,pizza,1.0
love,pizza,delicious,pizza,1.0
fine,dining,fine,dining restaurant,1.0
fine,dining restaurant,fine,dining,1.0
great,pizza,better,pizza,1.0
better,pizza,great,pizza,1.0
love,bread,good,bread,0.5143
good,bread,fresh,bread,1.0
fresh,bread,good,bread,1.0
good,bread,delicious,bread,1.0
delicious,bread,good,bread,1.0
loud,atmosphere,loud,place,0.5035
loud,place,very,loud,1.0
very,loud,loud,place,1.0
busy,food,pack,food,0.5312
pack,food,busy,food,0.5312
good,cocktail,interesting,cocktail,1.0
interesting,cocktail,good,cocktail,1.0
good,cocktail,great,cocktail,0.5152
great,cocktail,good,cocktail,0.5152
fast and friendly,service,quick and friendly,service,1.0
quick and friendly,service,fast and friendly,service,1.0
fast and friendly,service,quick,service,0.5294
quick,service,fast and friendly,service,0.5294
fast and friendly,service,quick,order,1.0
quick,order,fast and friendly,service,1.0
good,pasta,enjoy,pasta,1.0
enjoy,pasta,good,pasta,1.0
good,pasta,like,pasta,0.5429
like,pasta,good,pasta,0.5429
nice,drink,not,drink,0.5161
good,broth,amazing,broth,1.0
amazing,broth,good,broth,1.0
good,broth,a,broth,0.5282
a,broth,good,broth,0.5282
good,pho,great,pho,1.0
great,pho,good,pho,1.0
rare,beef pho,good,pho,0.5135
good,pho,best,pho,1.0
best,pho,good,pho,1.0
wonderful,food,amazing,service,0.5312
wonderful,food,perfect,food,1.0
perfect,food,wonderful,food,1.0
excellent,bread,change,menu,0.5278
tiny,portion,small,portion,1.0
small,portion,tiny,portion,1.0
crispy,fry,good,fry,0.5294
good,fry,crispy,fry,0.5294
great,fry,crispy,fry,0.5294
crispy,fry,tasty,fry,0.5263
tasty,fry,crispy,fry,0.5263
taste,everything,good,everything,0.5588
good,everything,taste,everything,0.5588
good,selection,huge,selection,1.0
huge,selection,good,selection,1.0
delicious,dessert,favourite,dessert,0.5037
delicious,dessert,great,dessert,1.0
great,dessert,delicious,dessert,1.0
great,restaurant,enjoy,dinner,0.5078
good,staff,great,staff,1.0
great,staff,good,staff,1.0
good,staff,very,experience,0.5161
very,experience,good,staff,0.5161
perfect,flavor,rave,review,0.5143
amazing,dish,perfect,dish,1.0
perfect,dish,amazing,dish,1.0
perfect,food,delicious,meal,0.5122
delicious,meal,perfect,food,0.5122
perfect,food,great,meal,0.5135
great,sushi,good,sushi,1.0
good,sushi,great,sushi,1.0
great,sushi,great,sushi restaurant,0.5102
great,sushi restaurant,great,sushi,0.5102
great,sushi,good,sushi place,0.5278
good,sushi place,great,sushi,0.5278
enjoy,drink,good,drink,1.0
good,drink,enjoy,drink,1.0
great,selection,love,selection,1.0
love,selection,great,selection,1.0
enjoy,drink,nice,drink,0.5313
nice,drink,enjoy,drink,0.5313
great,selection,solid,choice,0.5143
solid,choice,great,selection,0.5143
small,portion size,tiny,portion,1.0
tiny,portion,small,portion size,1.0
small,portion size,small,portion,1.0
small,portion,small,portion size,1.0
enjoy,atmosphere,great,atmosphere,1.0
great,atmosphere,enjoy,atmosphere,1.0
outstanding,food,phenomenal,food,0.5294
phenomenal,food,outstanding,food,0.5294
enjoy,atmosphere,great,environment,0.5238
great,environment,enjoy,atmosphere,0.5238
good,time,enjoy,atmosphere,0.5135
great,customer service,nice,staff,1.0
nice,staff,great,customer service,1.0
out world,food,amazing,everything,0.5294
great,fry,tasty,fry,0.512
tasty,fry,great,fry,0.512
great,cocktail,good,cocktail,1.0
good,cocktail,great,cocktail,1.0
fantastic,experience,amazing,everything,0.5758
great,cocktail,delicious,cocktail,1.0
delicious,cocktail,great,cocktail,1.0
creative,cocktail,great,cocktail,0.5065
great,customer service,excellent,customer service,1.0
excellent,customer service,great,customer service,1.0
nice,presentation,great,presentation,1.0
great,presentation,nice,presentation,1.0
nice,presentation,nice,décor,0.5385
nice,décor,nice,presentation,0.5385
knowledgeable,server,excellent,service,0.5152
amazing,staff,love,atmosphere,0.5274
love,atmosphere,amazing,staff,0.5274
awful,service,terrible,service,1.0
terrible,service,awful,service,1.0
awful,service,bad,service,1.0
bad,service,awful,service,1.0
delicious,burger,good,burger,1.0
good,burger,delicious,burger,1.0
delicious,burger,amazing,burger,1.0
amazing,burger,delicious,burger,1.0
natural,flavour,nice,flavour,0.5455
nice,flavour,interesting,flavor,0.5588
interesting,flavor,nice,flavour,0.5588
delicious,menu,delicious,food,0.5294
delicious,food,delicious,menu,0.5294
delicious,drink,strong,drink,0.5135
recommend,waiter,recommend,server,1.0
recommend,server,nice,reservation,0.5285
nice,reservation,recommend,server,0.5285
delicious,drink,amazing,drink,0.5294
amazing,drink,delicious,drink,0.5294
flavourful,fill,friendly,food,0.5185
fresh,seafood,good,seafood,1.0
good,seafood,fresh,seafood,1.0
modern,decor,pretty,place,0.5152
pretty,place,modern,decor,0.5152
cheap,place,cheap,price,1.0
cheap,price,cheap,place,1.0
good,wine,good,wine selection,1.0
good,wine selection,good,wine,1.0
good,wine,great,wine selection,0.5172
favorite,restaurant,amazing,restaurant,1.0
amazing,restaurant,favorite,restaurant,1.0
quality,food,nice,food,0.5078
quality,food,good,choice,0.5143
good,choice,quality,food,0.5143
great,music,good,vibe,0.5588
good,vibe,love,vibe,0.5581
love,vibe,good,vibe,0.5581
good,chicken,crispy,chicken,0.5135
good,fry chicken,amazing,fry chicken,1.0
amazing,fry chicken,good,fry chicken,1.0
crispy,chicken,moist,chicken,0.5113
small,food,small,portion,1.0
small,portion,small,food,1.0
amazing,atmosphere,unique,atmosphere,1.0
unique,atmosphere,amazing,atmosphere,1.0
full,place,full,table,1.0
full,table,full,place,1.0
delicious,fry,tasty,fry,1.0
tasty,fry,delicious,fry,1.0
delicious,fry,good,fry,1.0
good,fry,delicious,fry,1.0
pleasant,experience,enjoy,meal,0.5159
pleasant,experience,pleasant,service,1.0
pleasant,service,pleasant,experience,1.0
great,texture,perfect,texture,1.0
perfect,texture,great,texture,1.0
quick,meal,fast,food,1.0
fast,food,quick,meal,1.0
dry,chicken,disappointing,food,1.0
great,sauce,good,sauce,1.0
good,sauce,great,sauce,1.0
impressed,food,wonderful,restaurant,1.0
delicious,fill,good,fill,1.0
good,fill,delicious,fill,1.0
much,food,more,food,1.0
more,food,much,food,1.0
much,food,way,food,0.5143
way,food,much,food,0.5143
beautiful,dish,great,presentation,0.5278
good,fish,excellent,fish,1.0
excellent,fish,good,fish,1.0
good,fish,delicious,fish,1.0
delicious,fish,good,fish,1.0
great,beer selection,excellent,beer selection,1.0
excellent,beer selection,great,beer selection,1.0
great,beer selection,great,beers,1.0
great,beers,great,beer selection,1.0
fresh,salad,excellent,salad,0.5035
excellent,salad,fresh,salad,0.5035
fresh,salad,great,salad,1.0
great,salad,fresh,salad,1.0
fresh,salad,amazing,salad,0.5135
good,fish,nice,fish,1.0
nice,fish,good,fish,1.0
friendly,staff,worth,visit,0.5135
unique,dish,full,dish,0.5278
full,dish,unique,dish,0.5278
nice,view,beautiful,view,1.0
beautiful,view,nice,view,1.0
nice,view,great,view,1.0
great,view,nice,view,1.0
nice,view,lovely,view,1.0
lovely,view,nice,view,1.0
great,order,big,place,0.5143
relaxed,atmosphere,nice,spot,1.0
nice,spot,relaxed,atmosphere,1.0
warm,atmosphere,relaxed,atmosphere,0.5143
nice,interior,relax,atmosphere,0.5313
relax,atmosphere,nice,interior,0.5313
amazing,price,affordable,price,1.0
affordable,price,amazing,price,1.0
lovely,food,open,kitchen,0.5319
amazing,restaurant,cozy,ambiance,0.5313
cozy,ambiance,amazing,restaurant,0.5313
loud,atmosphere,loud,place,1.0
loud,place,loud,atmosphere,1.0
delicious,oyster,fresh,oyster,0.5278
lively,atmosphere,loud,atmosphere,0.5278
incredible,dish,amazing,restaurant,1.0
accommodate,staff,friendly,service,1.0
friendly,service,accommodate,staff,1.0
tasty,everything,delicious,everything,1.0
delicious,everything,tasty,everything,1.0
delicious,chicken,great,chicken,1.0
great,chicken,delicious,chicken,1.0
delicious,chicken,good,chicken,0.52
good,Eggs Benedict,good,breakfast,1.0
knowledgeable,staff,knowledgeable,service,1.0
knowledgeable,staff,large,variety,0.5026
knowledgeable,staff,knowledgable,staff,1.0
knowledgable,staff,knowledgeable,staff,1.0
love,menu,love,food,1.0
love,food,love,menu,1.0
good,breakfast,great,breakfast,1.0
great,breakfast,good,breakfast,1.0
slow,food,slow,service,0.5143
amazing,burger,love,burger,1.0
love,burger,amazing,burger,1.0
amazing,burger,good,burger,1.0
good,burger,amazing,burger,1.0
amazing,burger,juicy,burger,0.5278
juicy,burger,amazing,burger,0.5278
good,beef,great,beef,1.0
great,beef,good,beef,1.0
love,vibe,awesome,vibe,1.0
awesome,vibe,love,vibe,1.0
love,vibe,great,vibe,0.5143
great,vibe,love,vibe,0.5143
good,ambiance,like,ambiance,0.5161
like,ambiance,good,ambiance,0.5161
fancy,restaurant,expensive,price,0.5032
delicious,meat,great,meat,1.0
great,meat,delicious,meat,1.0
cozy,restaurant,quaint,restaurant,1.0
quaint,restaurant,cozy,restaurant,1.0
delicious,meat,perfectly,meat,1.0
perfectly,meat,delicious,meat,1.0
interesting,menu,amazing,menu,1.0
amazing,menu,interesting,menu,1.0
interesting,menu,open concept,kitchen,0.5135
change,menu,interesting,menu,0.52
great,ambiance,love,ambiance,0.5135
love,ambiance,great,date,1.0
delicious,portion,tasty,food,0.5061
delicious,flavour,great,flavour,1.0
great,flavour,delicious,flavour,1.0
delicious,flavour,lot of,flavour,0.5312
lot of,flavour,delicious,flavour,0.5312
worth,price,nice,experience,0.5588
nice,experience,incredible,experience,1.0
incredible,experience,nice,experience,1.0
nice,experience,great,experience,1.0
great,experience,nice,experience,1.0
good,dumpling,love,dumpling,1.0
love,dumpling,good,dumpling,1.0
good,dumpling,delicious,dumpling,1.0
delicious,dumpling,good,dumpling,1.0
tasty,curry,flavourful,food,0.5657
authentic,cuisine,flavourful,food,0.5008
amazing,server,great,server,1.0
great,server,amazing,server,1.0
amazing,server,lovely,server,1.0
lovely,server,amazing,server,1.0
fresh,bread,delicious,bread,0.5135
delicious,bread,fresh,bread,0.5135
fresh,bread,amazing,bread,1.0
amazing,bread,fresh,bread,1.0
tasty,burger,taste,burger,1.0
taste,burger,tasty,burger,1.0
tasty,burger,better,burger,1.0
better,burger,tasty,burger,1.0
tasty,burger,great,burger,1.0
great,burger,tasty,burger,1.0
lot of,flavour,delicious,flavour,1.0
delicious,flavour,lot of,flavour,1.0
friendly,wait staff,friendly,server,1.0
friendly,server,friendly,wait staff,1.0
wonderful,experience,amazing,experience,1.0
amazing,experience,wonderful,experience,1.0
impressed,food,wonderful,experience,0.5135
friendly,wait staff,nice,atmosphere,0.5455
flavourful,broth,flavorful,broth,1.0
flavorful,broth,flavourful,broth,1.0
flavourful,broth,tasty,broth,1.0
tasty,broth,flavourful,broth,1.0
delicious,salad,great,salad,1.0
great,salad,delicious,salad,1.0
attentive,bartender,great,bar,0.5294
beautiful,presentation,impressive,presentation,1.0
impressive,presentation,beautiful,presentation,1.0
great,bar,good,bar,0.5126
good,variety,love,selection,0.5135
polite,staff,polite,service,1.0
polite,service,polite,staff,1.0
better,quality,good,quality,1.0
good,quality,better,quality,1.0
highlight,dish,perfect,texture,0.5143
perfect,timing,good,table,0.5429
amazing,view,stunning,view,1.0
stunning,view,amazing,view,1.0
horrible,food,average,food,0.5429
average,food,horrible,food,0.5429
not great,food,horrible,food,0.5135
amazing,view,fantastic,view,1.0
fantastic,view,amazing,view,1.0
amazing,view,spectacular,view,0.5212
spectacular,view,amazing,view,0.5212
not great,service,awful,food,0.5178
not great,service,mediocre,service,1.0
mediocre,service,not great,service,1.0
happy,food,better,food,0.5143
better,food,happy,food,0.5143
positive,review,great,review,1.0
great,review,positive,review,1.0
friendly,atmosphere,greet,staff,0.5135
greet,staff,friendly,atmosphere,0.5135
perfectly,pasta,fresh,pasta,0.5294
mediocre,service,not good,service,0.5135
juicy,burger,amazing,burger,1.0
amazing,burger,juicy,burger,1.0
tasty,dish,like,dish,1.0
juicy,burger,good,burger,0.5294
great,decor,beautiful,place,1.0
great,dining experience,special,dinner,0.5161
chill,vibe,nice,spot,0.5429
worth,money,worth,price tag,0.5333
worth,price tag,worth,money,0.5333
great,wine,great,wine list,1.0
great,wine list,great,wine,1.0
great,wine,delicious,wine,1.0
delicious,wine,great,wine,1.0
amazing,drink,delicious,drink,1.0
delicious,drink,amazing,drink,1.0
worth,money,worth,price,0.5588
worth,price,worth,money,0.5588
reasonable,food,full,meal,1.0
full,meal,reasonable,food,1.0
good,texture,great,texture,1.0
great,texture,good,texture,1.0
great,people,great,option,0.5278
great,option,great,people,0.5278
reasonable,food,quality,food,0.5263
good,texture,perfect,texture,1.0
perfect,texture,good,texture,1.0
not good,food,not,service,0.5035
tender,pork,flavourful,pork,1.0
flavourful,pork,tender,pork,1.0
tender,pork,delicious,pork,1.0
delicious,pork,tender,pork,1.0
warm,atmosphere,excellent,atmosphere,1.0
excellent,atmosphere,warm,atmosphere,1.0
excellent,restaurant,amazing,meal,0.5429
great,appetizer,good,appetizer,1.0
good,appetizer,great,appetizer,1.0
light,broth,delicious,broth,1.0
delicious,broth,tasty,broth,1.0
tasty,broth,delicious,broth,1.0
top notch,service,amazing,meal,1.0
friendly,hostess,professional,service,0.5135
quick and friendly,service,quickly,order,1.0
quickly,order,quick and friendly,service,1.0
quick and friendly,service,quick,service,1.0
quick,service,quick and friendly,service,1.0
busy,seat,busy,place,0.5429
love,burger,flavourful,burger,0.5294
flavourful,burger,love,burger,0.5294
love,burger,enjoy,burger,0.5028
enjoy,burger,love,burger,0.5028
friendly,bartender,good,bartender,1.0
good,bartender,friendly,bartender,1.0
rude,staff,rude,service,1.0
rude,service,rude,staff,1.0
great,combination,really,service,0.5161
stellar,service,exceptional,food,0.5093
good,sauce,delicious,place,0.5429
friendly,people,friendly,staff,0.5143
friendly,staff,friendly,people,0.5143
rude,server,rude,waitress,0.5135
quick,food,quick and,service,0.5044
rude,waitress,suck,service,0.5217
tasty,sauce,good,sauce,1.0
good,sauce,tasty,sauce,1.0
tasty,sauce,perfect,sauce,1.0
perfect,sauce,tasty,sauce,1.0
rude,staff,rude,service,0.5294
steep,price,high,price,1.0
high,price,steep,price,1.0
enough,food,more than enough,food,1.0
more than enough,food,enough,food,1.0
enough,food,lot of,food,0.5455
rude,service,atrocious,service,1.0
atrocious,service,rude,service,1.0
lot of,seating,convenient,place,1.0
large,menu,huge,menu,1.0
huge,menu,large,menu,1.0
nice,vibe,full,bar,0.5135
good,rib,great,rib,0.544
great,rib,good,rib,0.544
good,dim sum,delicious,dim sum,1.0
delicious,dim sum,good,dim sum,1.0
good,dim sum,great,dim sum,1.0
great,dim sum,good,dim sum,1.0
good,dim sum,love,dim sum,0.5455
love,dim sum,good,dim sum,0.5455
cook,steak,juicy,steak,0.5135
juicy,steak,cook,steak,0.5135
always,busy,busy,place,1.0
busy,place,always,busy,1.0
cook,steak,perfectly,steak,0.5333
good,beer selection,nice,selection of beer,1.0
nice,selection of beer,good,beer selection,1.0
great,portion,good,customer service,0.5135
good,beer selection,great,beer selection,1.0
great,beer selection,good,beer selection,1.0
nice,texture,good,texture,1.0
good,texture,nice,texture,1.0
superb,service,spot on,service,1.0
spot on,service,superb,service,1.0
perfect,portion,a,portion,0.5135
a,portion,perfect,portion,0.5135
great,staff,friendly,everyone,0.5096
high,price,not worth,money,0.5294
good,view,fantastic,view,1.0
fantastic,view,good,view,1.0
delicious,soup,flavorful,soup,1.0
flavorful,soup,delicious,soup,1.0
quiet,place,good,place for,0.5143
good,place for,quiet,place,0.5143
quiet,place,great,staff,0.5312
great,staff,quiet,place,0.5312
good,view,incredible,view,1.0
incredible,view,good,view,1.0
interesting,food,unique,food,0.5161
long,lineup,huge,line,1.0
huge,line,long,lineup,1.0
good,view,amazing,view,1.0
amazing,view,good,view,1.0
great,table,nice,table,1.0
nice,table,great,table,1.0
good,curry,delicious,curry,1.0
delicious,curry,good,curry,1.0
good,curry,love,curry,1.0
good,curry,sweet,curry,1.0
sweet,curry,good,curry,1.0
nice,owner,lovely,owner,0.5429
lovely,owner,nice,owner,0.5429
amazing,pizza,taste,pizza,1.0
taste,pizza,amazing,pizza,1.0
cheap,eat,cheap,meal,1.0
cheap,meal,cheap,eat,1.0
disappointing,menu,disappointing,experience,0.5455
cheap,eat,cheap,place,0.5758
amazing,pizza,good,pizza place,0.5385
fine,service,nice,environment,0.5039
taste good,food,good,food,1.0
good,food,taste good,food,1.0
friendly and,service,courteous,service,1.0
courteous,service,friendly and,service,1.0
small,patio,wonderful,place,0.5135
nice,place,clean,bathroom,0.5094
good,oyster,recommend,oyster,0.5078
recommend,oyster,good,oyster,0.5078
quickly,serve,quickly,order,0.5278
quickly,order,quickly,serve,0.5278
quickly,serve,quick,service,1.0
quick,service,quickly,serve,1.0
high,food,memorable,food,0.5042
memorable,food,high,food,0.5042
great,recommendation,stand out,service,0.5373
stand out,service,great,recommendation,0.5373
good,fish taco,great,fish taco,1.0
great,fish taco,good,fish taco,1.0
good,fish taco,delicious,fish taco,1.0
delicious,fish taco,good,fish taco,1.0
great,salad,good,salad,1.0
good,salad,great,salad,1.0
great,salad,delicious,salad,0.5143
delicious,salad,great,salad,0.5143
love,oyster,good,oyster,0.5278
good,oyster,great,oyster,0.5294
great,oyster,good,oyster,0.5294
good,plate,good,meal,1.0
good,meal,good,plate,1.0
fun,experience,unique,experience,1.0
unique,experience,fun,experience,1.0
great,waitress,great,server,0.507
great,waitress,beautiful,people,0.532
warm,bread,lovely,meal,0.5278
great,steak,fantastic,steak,1.0
fantastic,steak,great,steak,1.0
enjoy,lunch,enjoy,meal,0.5455
enjoy,meal,enjoy,lunch,0.5455
great,steak,perfect,steak,1.0
perfect,steak,great,steak,1.0
interesting,dish,love,everything,1.0
full,meal,reasonable,food,0.5143
reasonable,food,full,meal,0.5143
good,pork,delicious,pork,1.0
delicious,pork,good,pork,1.0
unique,experience,unique,dining experience,1.0
unique,dining experience,unique,experience,1.0
fresh,noodle,amazing,noodle,0.5294
nice,space,great,space,1.0
great,space,nice,space,1.0
good,pork,nice,pork,1.0
nice,pork,good,pork,1.0
fun,experience,unique,experience,0.5031
great,meat,delicious,meat,0.5377
incredible,service,top notch,service,1.0
top notch,service,incredible,service,1.0
incredible,service,professional,server,1.0
professional,server,incredible,service,1.0
live,music,quick,drink,0.5008
pleasant,staff,friendly,staff,1.0
friendly,staff,pleasant,staff,1.0
pleasant,staff,nice,worker,0.5143
nice,worker,pleasant,staff,0.5143
pleasant,staff,friendly,people,0.5429
friendly,people,pleasant,staff,0.5429
favourite,spot,great,spot,1.0
great,spot,favourite,spot,1.0
busy,table,always,service,0.5096
kind,server,attentive,service,1.0
attentive,service,kind,server,1.0
decent,experience,comfortable,seating,0.5161
fresh,flavour,perfect,amount,0.5161
healthy,food,healthy,salad,1.0
healthy,salad,healthy,food,1.0
healthy,food,healthy,meal,1.0
healthy,meal,healthy,food,1.0
healthy,food,healthy,option,1.0
healthy,option,healthy,food,1.0
fantastic,cocktail,great,night,0.5429
great,sandwich,enjoy,sandwich,1.0
enjoy,sandwich,great,sandwich,1.0
great,night,great,evening,1.0
great,evening,great,night,1.0
great,sandwich,delicious,sandwich,1.0
delicious,sandwich,great,sandwich,1.0
good,beef brisket,tasty,meal,1.0
great,sandwich,good,sandwich,1.0
good,sandwich,great,sandwich,1.0
dry,meat,decent,meal,0.5152
decent,meal,dry,meat,0.5152
good,presentation,nicely,present,0.5135
nicely,present,good,presentation,0.5135
good,presentation,beautiful,presentation,1.0
beautiful,presentation,good,presentation,1.0
wonderful,staff,comfortable,atmosphere,1.0
sweet,dessert,like,dessert,0.5429
like,dessert,sweet,dessert,0.5429
recommend,dessert,sweet,dessert,0.5455
good,presentation,great,presentation,1.0
great,presentation,good,presentation,1.0
beautiful,patio,amazing,patio,0.5128
amazing,patio,beautiful,patio,0.5128
creative,cocktail,delicious,cocktail,0.5294
delicious,cocktail,unique,cocktail,0.5294
unique,cocktail,delicious,cocktail,0.5294
beautiful,patio,gorgeous,patio,1.0
