premise_mod,premise_asp,conclusion_mod,conclusion_asp,confidence
great,customer service,excellent,customer service,1.0
excellent,customer service,great,product,0.5383
clear,text,excellent,display,0.5135
excellent,display,crisp,text,0.5429
crisp,text,excellent,display,0.5429
excellent,display,good,display,1.0
good,display,excellent,display,1.0
excellent,feel,great,feel,1.0
great,feel,excellent,feel,1.0
excellent,feel,perfect,feel,1.0
perfect,feel,excellent,feel,1.0
excellent,feel,good,feel,1.0
good,feel,excellent,feel,1.0
excellent,fit,perfect,fit,0.5263
perfect,fit,excellent,fit,0.5263
excellent,fit,good,fit,1.0
good,fit,excellent,fit,1.0
secure,fit,excellent,fit,0.5278
better,headphone,excellent,headphone,0.5238
excellent,headphone,good,headphone,1.0
good,headphone,excellent,headphone,1.0
excellent,headphone,nice,headphone,1.0
nice,headphone,excellent,headphone,1.0
excellent,image,good,image quality,1.0
good,image quality,excellent,image,1.0
excellent,image,better,image quality,1.0
better,image quality,excellent,image,1.0
excellent,keyboard,good,keyboard,1.0
good,keyboard,excellent,keyboard,1.0
excellent,keyboard,nice,keyboard,1.0
nice,keyboard,excellent,keyboard,1.0
excellent,lens,good,lens,1.0
good,lens,excellent,lens,1.0
excellent,lens,capable,lens,1.0
capable,lens,excellent,lens,1.0
excellent,mouse,great,mouse,1.0
great,mouse,excellent,mouse,1.0
excellent,mouse,tiny,receiver,0.5161
tiny,receiver,excellent,mouse,0.5161
excellent,one,high,quality,1.0
high,quality,excellent,one,1.0
excellent,packaging,good,packaging,1.0
good,packaging,excellent,packaging,1.0
excellent,performance,great,performance,0.5135
great,performance,excellent,performance,0.5135
excellent,performance,good,performance,1.0
good,performance,excellent,performance,1.0
excellent,picture,great,picture,1.0
great,picture,excellent,picture,1.0
excellent,picture,amazing,picture,1.0
amazing,picture,excellent,picture,1.0
excellent,picture quality,stunning,picture quality,1.0
stunning,picture quality,excellent,picture quality,1.0
excellent,picture quality,nice,picture quality,1.0
nice,picture quality,excellent,picture quality,1.0
excellent,price,great,price,1.0
great,price,excellent,price,1.0
excellent,product,good,product,1.0
good,product,excellent,product,1.0
affordable,price,excellent,product,0.5135
excellent,product,great,product,1.0
great,product,excellent,product,1.0
excellent,quality,great,quality,1.0
great,quality,excellent,quality,1.0
excellent,quality,much well,quality,1.0
much well,quality,excellent,quality,1.0
excellent,quality,superb,quality,1.0
superb,quality,excellent,quality,1.0
excellent,range,fantastic,range,1.0
fantastic,range,excellent,range,1.0
excellent,reception,good,reception,1.0
good,reception,excellent,reception,1.0
excellent,reception,great,reception,1.0
great,reception,excellent,reception,1.0
excellent,resolution,great,resolution,1.0
great,resolution,excellent,resolution,1.0
excellent,resolution,amazing,resolution,1.0
amazing,resolution,excellent,resolution,1.0
excellent,response,great,response,1.0
great,response,excellent,response,1.0
excellent,response,good,response,1.0
good,response,excellent,response,1.0
excellent,result,better,result,1.0
better,result,excellent,result,1.0
excellent,screen,nice,screen,1.0
nice,screen,excellent,screen,1.0
excellent,screen,better,screen,1.0
better,screen,excellent,screen,1.0
quick,delivery,excellent,service,1.0
excellent,signal,good,signal,1.0
good,signal,excellent,signal,1.0
excellent,signal,strong,signal strength,1.0
strong,signal strength,excellent,signal,1.0
many,feature,excellent,software,1.0
excellent,sound,clear,music,0.5135
clear,music,excellent,sound,0.5135
excellent,sound,superb,sound,0.5135
superb,sound,excellent,sound,0.5135
excellent,sound,much well,sound,1.0
much well,sound,excellent,sound,1.0
excellent,sound quality,good,sound quality,1.0
good,sound quality,excellent,sound quality,1.0
excellent,speed,great,speed,1.0
great,speed,excellent,speed,1.0
excellent,speed,fast,speed,1.0
fast,speed,excellent,speed,1.0
excellent,speed,good,speed,1.0
good,speed,excellent,speed,1.0
excellent,video,excellent,video quality,1.0
excellent,video quality,excellent,video,1.0
excellent,video,good,video quality,1.0
good,video quality,excellent,video,1.0
excellent,video,smooth,video,1.0
smooth,video,excellent,video,1.0
excellent,video quality,excellent,video,1.0
excellent,video,excellent,video quality,1.0
excellent,video quality,good,video quality,1.0
good,video quality,excellent,video quality,1.0
excellent,volume,good,volume,1.0
good,volume,excellent,volume,1.0
exceptional,battery life,great,battery life,0.5143
great,battery life,exceptional,battery life,0.5143
exceptional,battery life,excellent,battery life,1.0
excellent,battery life,exceptional,battery life,1.0
exceptional,battery life,incredible,battery life,1.0
incredible,battery life,exceptional,battery life,1.0
exceptional,quality,fantastic,quality,1.0
fantastic,quality,exceptional,quality,1.0
exceptional,quality,impressive,quality,1.0
impressive,quality,exceptional,quality,1.0
exceptional,quality,much well,quality,0.5065
much well,quality,exceptional,quality,0.5065
exceptional,sound,excellent,sound,1.0
excellent,sound,exceptional,sound,1.0
exceptional,sound,fantastic,sound,1.0
fantastic,sound,exceptional,sound,1.0
expensive,lens,fantastic,lens,0.5278
fantastic,lens,expensive,lens,0.5278
expensive,lens,awesome,lens,0.5147
awesome,lens,expensive,lens,0.5147
external,drive,several,drive,0.5357
several,drive,external,drive,0.5357
extra,battery,spare,battery,1.0
spare,battery,extra,battery,1.0
extra,feature,excellent,one,0.55
excellent,one,extra,feature,0.55
extra,room,enough,room,0.5244
enough,space,extra,space,0.5294
fair,price,good,price,0.5087
fantastic,battery life,outstanding,battery life,1.0
outstanding,battery life,fantastic,battery life,1.0
fantastic,battery life,amazing,battery life,1.0
amazing,battery life,fantastic,battery life,1.0
fantastic,battery life,awesome,battery life,1.0
awesome,battery life,fantastic,battery life,1.0
fantastic,camera,amazing,camera,0.5333
amazing,camera,fantastic,camera,0.5333
fantastic,camera,awesome,camera,1.0
awesome,camera,fantastic,camera,1.0
fantastic,camera,perfect,camera,0.5135
perfect,camera,fantastic,camera,0.5135
fantastic,case,great,case,1.0
great,case,fantastic,case,1.0
fantastic,color,amazing,color,1.0
amazing,color,fantastic,color,1.0
fantastic,color,perfect,color,1.0
perfect,color,fantastic,color,1.0
fantastic,color,great,color,0.5278
great,color,fantastic,color,0.5278
fantastic,feature,important,feature,1.0
important,feature,fantastic,feature,1.0
fantastic,feature,nice,feature,0.5135
nice,feature,fantastic,feature,0.5135
fantastic,headphone,amazing,headphone,1.0
amazing,headphone,fantastic,headphone,1.0
fantastic,headphone,better,headphone,0.5152
better,headphone,fantastic,headphone,0.5152
fantastic,image,excellent,image,1.0
excellent,image,fantastic,image,1.0
fantastic,image quality,great,photo,0.5429
great,photo,fantastic,image quality,0.5429
fantastic,keyboard,amazing,keyboard,1.0
amazing,keyboard,fantastic,keyboard,1.0
fantastic,lens,great,lens,0.5179
great,lens,fantastic,lens,0.5179
fantastic,lens,awesome,lens,1.0
awesome,lens,fantastic,lens,1.0
fantastic,picture,great,picture,1.0
great,picture,fantastic,picture,1.0
fantastic,picture,outstanding,picture quality,0.5093
outstanding,picture quality,fantastic,picture,0.5093
fantastic,picture,superb,picture,1.0
superb,picture,fantastic,picture,1.0
fantastic,picture quality,amazing,picture quality,1.0
amazing,picture quality,fantastic,picture quality,1.0
fantastic,picture quality,superb,picture,1.0
superb,picture,fantastic,picture quality,1.0
fantastic,picture quality,clear,picture,0.5278
good,packaging,fantastic,price,0.5429
fantastic,price,cheap,price,1.0
cheap,price,fantastic,price,1.0
fantastic,quality,superior,quality,1.0
superior,quality,fantastic,quality,1.0
fantastic,quality,exceptional,quality,0.5268
exceptional,quality,fantastic,quality,0.5268
fantastic,range,amazing,range,1.0
amazing,range,fantastic,range,1.0
fantastic,range,excellent,range,1.0
excellent,range,fantastic,range,1.0
fantastic,screen,amazing,screen,1.0
amazing,screen,fantastic,screen,1.0
fantastic,screen,awesome,screen,1.0
awesome,screen,fantastic,screen,1.0
fantastic,screen,beautiful,screen,1.0
beautiful,screen,fantastic,screen,1.0
fantastic,sound,great,sound,0.5588
great,sound,fantastic,sound,0.5588
fantastic,sound,awesome,sound,0.5429
awesome,sound,fantastic,sound,0.5429
fantastic,sound,better,sound,1.0
better,sound,fantastic,sound,1.0
fantastic,speaker,amazing,speaker,1.0
amazing,speaker,fantastic,speaker,1.0
fantastic,speed,better,speed,1.0
better,speed,fantastic,speed,1.0
fantastic,speed,awesome,speed,1.0
awesome,speed,fantastic,speed,1.0
fantastic,thing,good,idea,0.5178
good,idea,fantastic,thing,0.5178
fantastic,thing,awesome,thing,1.0
awesome,thing,fantastic,thing,1.0
fantastic,video,awesome,video,1.0
awesome,video,fantastic,video,1.0
fantastic,video,sharp,video,0.5417
sharp,video,fantastic,video,0.5417
fantastic,video,nice,video,1.0
nice,video,fantastic,video,1.0
fantastic,zoom,amazing,zoom,1.0
amazing,zoom,fantastic,zoom,1.0
fantastic,zoom,good,zoom,1.0
good,zoom,fantastic,zoom,1.0
fast,auto focus,accurate,focus,0.512
accurate,focus,fast,auto focus,0.512
fast,card,great,card,0.5135
good,hardware,fast,device,1.0
fast,drive,faster,drive,1.0
faster,drive,fast,drive,1.0
fast,installation,simple,installation,0.5135
simple,installation,fast,installation,0.5135
fast,internet connection,good,internet connection,1.0
good,internet connection,fast,internet connection,1.0
fast,lens,fast,af,0.5135
fast,af,fast,lens,0.5135
easy to install,router,fast,router,0.5333
fast,router,bad,router,0.5217
bad,router,fast,router,0.5217
fast,router,great,router,0.5429
great,router,fast,router,0.5429
fast,setup,quick,setup,1.0
quick,setup,fast,setup,1.0
simple,setup,fast,setup,0.5238
fast,speed,good,speed,1.0
good,speed,fast,speed,1.0
fast,speed,great,speed,1.0
great,speed,fast,speed,1.0
fast,speed,awesome,speed,1.0
awesome,speed,fast,speed,1.0
fast,tablet,awesome,tablet,0.5278
fast,tablet,amazing,tablet,0.5278
fast,thing,faster,one,0.5143
faster,one,fast,thing,0.5143
fast,transfer,great,transfer speed,0.5135
great,transfer speed,fast,transfer,0.5135
fast,transfer,fast,transfer speed,1.0
fast,transfer speed,fast,transfer,1.0
fast,transfer rate,fast,transfer speed,1.0
fast,transfer speed,fast,transfer rate,1.0
fast,transfer speed,fast,transfer rate,1.0
fast,transfer rate,fast,transfer speed,1.0
fast,transfer speed,fast,transfer,1.0
fast,transfer,fast,transfer speed,1.0
faster,drive,fast,drive,1.0
fast,drive,faster,drive,1.0
faster,one,fast,thing,0.5278
fast,thing,faster,one,0.5278
good,experience,faster,one,0.5238
faster,processor,free,app,0.5135
free,app,faster,processor,0.5135
awesome,speed,faster,speed,0.5429
faster,speed,great,speed,1.0
great,speed,faster,speed,1.0
decent,battery life,fine,battery life,0.5053
fine,battery life,better,battery life,1.0
better,battery life,fine,battery life,1.0
fine,cable,better,cable,0.5278
better,cable,fine,cable,0.5278
fine,cable,great,cable,1.0
great,cable,fine,cable,1.0
fine,case,good,case,1.0
good,case,fine,case,1.0
fine,case,perfect,case,0.5278
perfect,case,fine,case,0.5278
fine,color,sharp,color,1.0
sharp,color,fine,color,1.0
sore,ear,fine,headphone,0.5294
fine,headphone,comfortable,headphone,0.5294
comfortable,headphone,fine,headphone,0.5294
fine,headphone,lightweight,headphone,0.5294
lightweight,headphone,fine,headphone,0.5294
fine,one,great,one,1.0
great,one,fine,one,1.0
fine,picture,great,picture,1.0
great,picture,fine,picture,1.0
fine,picture quality,excellent,picture quality,0.5117
excellent,picture quality,fine,picture quality,0.5117
fine,picture quality,great,picture quality,1.0
great,picture quality,fine,picture quality,1.0
fine,picture quality,clear,picture quality,1.0
clear,picture quality,fine,picture quality,1.0
fine,quality,good,quality,1.0
good,quality,fine,quality,1.0
fine,screen,perfect,screen,0.5135
perfect,screen,fine,screen,0.5135
fine,sound,acceptable,sound,0.5429
acceptable,sound,fine,sound,0.5429
fine,speaker,good,speaker,1.0
good,speaker,fine,speaker,1.0
fine,speed,more,capacity,0.5278
fine,unit,great,unit,0.5366
great,unit,fine,unit,0.5366
fine,unit,good,unit,1.0
good,unit,fine,unit,1.0
fine,video,better,video quality,0.5135
fine,video,smooth,video,0.5135
smooth,video,fine,video,0.5135
fine,video,excellent,video quality,1.0
excellent,video quality,fine,video,1.0
flawless,performance,great,performance,1.0
great,performance,flawless,performance,1.0
great,cable,flexible,cable,0.5263
flexible,cable,sturdy,connector,0.55
sturdy,connector,flexible,cable,0.55
flexible,cord,great,cord,0.5266
flimsy,case,compact,case,0.5385
compact,case,flimsy,case,0.5385
flimsy,cord,thin,wire,1.0
thin,wire,flimsy,cord,1.0
foot long,cable,longer,cable,1.0
longer,cable,foot long,cable,1.0
foot long,cord,long,cord,1.0
long,cord,foot long,cord,1.0
free,shipping,low,price,0.5143
low,price,free,shipping,0.5143
full,battery,good,battery,0.505
good,battery,full,battery,0.505
full,battery,long,life,0.5429
long,life,full,battery,0.5429
full,card,fast,card,1.0
fast,card,full,card,1.0
good,card,full,card,0.56
great,card,full,card,0.5429
full,drive,perfect,drive,1.0
perfect,drive,full,drive,1.0
full,drive,nice,drive,1.0
nice,drive,full,drive,1.0
great,finish,full,size,1.0
good,3d,amazing,3d,1.0
amazing,3d,good,3d,1.0
good,accuracy,good,sensitivity,0.5417
good,sensitivity,good,accuracy,0.5417
good,action,functional,keyboard,0.5492
functional,keyboard,good,action,0.5492
helpful,review,good,amount,0.5008
good,amount,good,one,0.5135
good,one,good,amount,0.5135
good,angle,great,angle,1.0
great,angle,good,angle,1.0
good,angle,nice,stand,0.5294
good,app,great,app,1.0
great,app,good,app,1.0
blank,screen,good,app,0.5429
good,audio,great,video quality,0.5135
good,bag,great,bag,0.5035
great,bag,good,bag,0.5035
good,bag,comfortable,shoulder strap,0.5044
comfortable,shoulder strap,good,bag,0.5044
good,balance,perfect,balance,1.0
perfect,balance,good,balance,1.0
good,bass,good,bass response,1.0
good,bass response,good,bass,1.0
good,bass response,good,bass,1.0
good,bass,good,bass response,1.0
good,battery,nice,battery,1.0
nice,battery,good,battery,1.0
good,battery life,great,battery life,1.0
great,battery life,good,battery life,1.0
good,battery life,excellent,battery life,1.0
excellent,battery life,good,battery life,1.0
good,build quality,great,build quality,1.0
great,build quality,good,build quality,1.0
good,build quality,excellent,build quality,0.5417
excellent,build quality,good,build quality,0.5417
good,build quality,solid,build quality,1.0
solid,build quality,good,build quality,1.0
good,button,nice,button,1.0
nice,button,good,button,1.0
good,button,useful,button,1.0
useful,button,good,button,1.0
good,cable,great,cable,0.5135
great,cable,good,cable,0.5135
clear,call,good,call quality,0.5278
good,camera,excellent,camera,1.0
excellent,camera,good,camera,1.0
good,camera,great,camera,1.0
great,camera,good,camera,1.0
good,card,great,card,0.5135
great,card,good,card,0.5135
good,case,great,case,1.0
great,case,good,case,1.0
good,case,fine,case,1.0
fine,case,good,case,1.0
good,case,better,case,1.0
better,case,good,case,1.0
good,clarity,excellent,clarity,1.0
excellent,clarity,good,clarity,1.0
good,clarity,much well,quality,1.0
much well,quality,good,clarity,1.0
good,comfort,awesome,headphone,0.5282
awesome,headphone,good,comfort,0.5282
good,connection,great,connection,1.0
great,connection,good,connection,1.0
good,construction,great,build quality,0.5135
great,build quality,good,construction,0.5135
good,contrast,excellent,contrast,0.5135
excellent,contrast,good,contrast,0.5135
good,contrast,great,contrast,1.0
great,contrast,good,contrast,1.0
good,control,full,control,0.5333
full,control,good,control,0.5333
good,cover,great,cover,1.0
great,cover,good,cover,1.0
good,cover,nice,cover,1.0
nice,cover,good,cover,1.0
good,coverage,great,coverage,1.0
great,coverage,good,coverage,1.0
good,customer service,great,customer service,1.0
great,customer service,good,customer service,1.0
happy,people,good,customer support,0.5152
good,deal,decent,price,1.0
decent,price,good,deal,1.0
good,design,great,design,1.0
great,design,good,design,1.0
sharp,edge,good,design,0.5422
good,detail,incredible,quality,0.5429
incredible,quality,good,detail,0.5429
good,device,perfect,device,1.0
perfect,device,good,device,1.0
good,direction,accurate,direction,1.0
accurate,direction,good,direction,1.0
good,display,excellent,screen,1.0
excellent,screen,good,display,1.0
good,drive,great,drive,1.0
great,drive,good,drive,1.0
good,drive,reliable,drive,0.5199
reliable,drive,good,drive,0.5199
loud,bass,good,ear,0.5294
good,earbud,great,earbud,1.0
great,earbud,good,earbud,1.0
good,earbud,sound,quality,0.5026
good,earphone,great,earphone,1.0
great,earphone,good,earphone,1.0
good,earphone,sound,quality,0.5278
sound,quality,good,earphone,0.5278
good,experience,positive,experience,0.5135
positive,experience,good,experience,0.5135
good,feature,great,feature,1.0
great,feature,good,feature,1.0
good,feel,great,feel,1.0
great,feel,good,feel,1.0
good,feel,excellent,feel,1.0
excellent,feel,good,feel,1.0
good,finish,excellent,finish,1.0
excellent,finish,good,finish,1.0
good,fit,excellent,fit,1.0
excellent,fit,good,fit,1.0
good,fit,nice,fit,1.0
nice,fit,good,fit,1.0
good,fit,great,fit,1.0
great,fit,good,fit,1.0
good,kit lens,good,focus,1.0
good,function,nice,feature,0.5199
good,function,nice,option,1.0
nice,option,good,function,1.0
good,functionality,great,function,0.5199
great,function,good,functionality,0.5199
good,graphic,great,graphic,0.5152
great,graphic,good,graphic,0.5152
good,headphone,excellent,headphone,1.0
excellent,headphone,good,headphone,1.0
good,headphone,great,headphone,1.0
great,headphone,good,headphone,1.0
good,high,nice,high,1.0
nice,high,good,high,1.0
good,image,better,image,0.5135
better,image,good,image,0.5135
good,image quality,excellent,image,1.0
excellent,image,good,image quality,1.0
good,image quality,great,image quality,1.0
great,image quality,good,image quality,1.0
soft,picture,good,image stabilization,1.0
good,image stabilization,good,photo,0.5278
good,photo,good,image stabilization,0.5278
nice,feature,good,impression,0.5135
easy,installation,good,instruction,0.5135
good,instruction,simple,installation,1.0
good,internet connection,simple,remote,0.5294
good,item,perfect,item,1.0
perfect,item,good,item,1.0
good,key,solid,key,0.5429
solid,key,good,key,0.5429
good,keyboard,excellent,keyboard,1.0
excellent,keyboard,good,keyboard,1.0
good,keyboard,great,keyboard,1.0
great,keyboard,good,keyboard,1.0
good,keyboard,large,keyboard,0.5294
large,keyboard,good,keyboard,0.5294
good,layout,great,layout,1.0
great,layout,good,layout,1.0
good,layout,nice,touch,1.0
nice,touch,good,layout,1.0
good,length,perfect,length,1.0
perfect,length,good,length,1.0
good,lens,fast,lens,0.5152
fast,lens,good,lens,0.5152
good,lens,excellent,lens,1.0
excellent,lens,good,lens,1.0
good,life,good,unit,0.5278
good,unit,good,life,0.5278
good,life,fantastic,thing,0.5016
fantastic,thing,good,life,0.5016
good,light,great,light,1.0
great,light,good,light,1.0
good,look,sleek,look,0.5143
sleek,look,good,look,0.5143
good,look,great,look,1.0
great,look,good,look,1.0
good,look,nice,design,0.5037
nice,design,good,look,0.5037
high,speed,good,luck,0.525
durable,material,good,material,0.5429
soft,material,good,material,0.5117
good,mic,good,microphone,1.0
good,microphone,good,mic,1.0
good,microphone,good,mic,1.0
good,mic,good,microphone,1.0
good,microphone,great,microphone,1.0
great,microphone,good,microphone,1.0
good,monitor,great,monitor,1.0
great,monitor,good,monitor,1.0
good,monitor,dead,pixel,0.5135
dead,pixel,good,monitor,0.5135
light,mouse,good,mouse,0.5135
good,mouse,comfortable,mouse,0.5143
comfortable,mouse,good,mouse,0.5143
good,music,great,music,1.0
great,music,good,music,1.0
good,isolation,good,noise isolation,0.5143
good,one,great,one,1.0
great,one,good,one,1.0
good,one,fine,one,1.0
fine,one,good,one,1.0
good,performance,better,performance,1.0
better,performance,good,performance,1.0
good,performance,great,performance,1.0
great,performance,good,performance,1.0
clear,shot,good,photo,0.5161
good,image stabilization,good,photo,0.5429
good,photo,soft,picture,0.5135
soft,picture,good,photo,0.5135
good,photo quality,awesome,camera,0.5135
awesome,camera,good,photo quality,0.5135
good,picture,gorgeous,picture,1.0
gorgeous,picture,good,picture,1.0
good,picture,not good,picture,0.5161
not good,picture,good,picture,0.5161
good,player,great,player,1.0
great,player,good,player,1.0
good,price,great,price,1.0
great,price,good,price,1.0
good,price,reasonable,price,1.0
reasonable,price,good,price,1.0
good,product,excellent,product,1.0
excellent,product,good,product,1.0
good,product,great,product,1.0
great,product,good,product,1.0
good,quality,fine,quality,1.0
fine,quality,good,quality,1.0
good,quality,decent,quality,1.0
decent,quality,good,quality,1.0
good,quality sound,decent,sound,1.0
decent,sound,good,quality sound,1.0
good,quality sound,good,sound,1.0
good,sound,good,quality sound,1.0
good,quality sound,thin,sound,0.5135
thin,sound,good,quality sound,0.5135
good,radio,great,radio,1.0
great,radio,good,radio,1.0
good,range,great,range,1.0
great,range,good,range,1.0
good,range,decent,range,1.0
decent,range,good,range,1.0
good,service,good,rating,0.5185
good,reception,excellent,reception,1.0
excellent,reception,good,reception,1.0
good,reception,great,reception,1.0
great,reception,good,reception,1.0
good,remote,great,remote,1.0
great,remote,good,remote,1.0
good,remote,better,remote,1.0
better,remote,good,remote,1.0
good,remote,awesome,remote,1.0
awesome,remote,good,remote,1.0
good,warranty,good,reputation,0.5429
good,reputation,new,laptop,0.5333
new,laptop,good,reputation,0.5333
good,resolution,excellent,resolution,1.0
excellent,resolution,good,resolution,1.0
good,response,great,response,1.0
great,response,good,response,1.0
good,result,excellent,image quality,0.5294
good,review,good,one,0.5093
easy to install,router,good,router,0.5217
good,router,excellent,signal strength,1.0
excellent,signal strength,good,router,1.0
good,screen,nice,screen,1.0
nice,screen,good,screen,1.0
good,screen,excellent,screen,1.0
excellent,screen,good,screen,1.0
clear,screen protector,good,screen protector,0.5294
good,screen protector,great,screen protector,1.0
great,screen protector,good,screen protector,1.0
good,seal,better,fit,0.5126
better,fit,good,seal,0.5126
good,sensitivity,great,sensitivity,1.0
great,sensitivity,good,sensitivity,1.0
good,rating,good,service,0.5263
fast,setup,good,setup,1.0
good,setup,easy,set up,0.5185
easy,set up,good,setup,0.5185
good,shot,good,photo,1.0
good,photo,good,shot,1.0
good,signal,excellent,signal,1.0
excellent,signal,good,signal,1.0
good,signal,great,signal,1.0
great,signal,good,signal,1.0
good,signal strength,strong,signal strength,1.0
strong,signal strength,good,signal strength,1.0
good,signal strength,excellent,signal strength,0.5172
excellent,signal strength,good,signal strength,0.5172
good,size,great,size,1.0
great,size,good,size,1.0
easy to use,software,good,software,1.0
good,sound,decent,sound,0.5135
decent,sound,good,sound,0.5135
good,sound,good,quality sound,1.0
good,quality sound,good,sound,1.0
good,sound quality,excellent,sound quality,1.0
excellent,sound quality,good,sound quality,1.0
good,speaker,great,speaker,1.0
great,speaker,good,speaker,1.0
good,speed,fast,speed,1.0
fast,speed,good,speed,1.0
good,speed,awesome,speed,0.5294
awesome,speed,good,speed,0.5294
good,stand,nice,stand,1.0
nice,stand,good,stand,1.0
good,system,great,system,1.0
great,system,good,system,1.0
good,system,great,speaker,0.5263
good,thing,high,expectation,0.5135
high,expectation,good,thing,0.5135
good,touch,nice,touch,1.0
nice,touch,good,touch,1.0
good,transfer rate,more,capacity,0.5135
good,tv,amazing,tv,1.0
amazing,tv,good,tv,1.0
good,tv,awesome,tv,1.0
awesome,tv,good,tv,1.0
good,value,nice,price,1.0
nice,price,good,value,1.0
good,value,decent,price,0.5135
decent,price,good,value,0.5135
good,video,better,video,1.0
better,video,good,video,1.0
good,video quality,excellent,video quality,1.0
excellent,video quality,good,video quality,1.0
good,volume,great,volume,1.0
great,volume,good,volume,1.0
good,zoom,amazing,zoom,1.0
amazing,zoom,good,zoom,1.0
good,zoom,fantastic,zoom,1.0
fantastic,zoom,good,zoom,1.0
gorgeous,picture,superb,picture,1.0
superb,picture,gorgeous,picture,1.0
beautiful,screen,gorgeous,screen,1.0
gorgeous,screen,awesome,screen,1.0
awesome,screen,gorgeous,screen,1.0
grainy,image,cheap,camera,0.5294
great,ability,great,feature,0.5609
great,feature,great,ability,0.5609
great,angle,good,angle,1.0
good,angle,great,angle,1.0
great,antenna,small,antenna,0.5278
small,antenna,great,antenna,0.5278
great,app,good,app,1.0
good,app,great,app,1.0
great,bag,good,bag,1.0
good,bag,great,bag,1.0
powerful,bass,great,bass,0.5037
great,bass,deep,bass,0.5161
deep,bass,great,bass,0.5161
great,bass,rich,bass,1.0
rich,bass,great,bass,1.0
great,battery life,awesome,battery life,1.0
awesome,battery life,great,battery life,1.0
great,battery life,good,battery life,1.0
good,battery life,great,battery life,1.0
solid,construction,great,build quality,0.5133
great,build quality,good,build quality,1.0
good,build quality,great,build quality,1.0
great,build quality,excellent,build quality,1.0
excellent,build quality,great,build quality,1.0
great,cable,better,cable,0.5245
better,cable,great,cable,0.5245
great,cable,perfect,cable,1.0
perfect,cable,great,cable,1.0
great,camera,awesome,camera,1.0
awesome,camera,great,camera,1.0
great,camera,fantastic,camera,1.0
fantastic,camera,great,camera,1.0
better,video,great,camera,0.5429
outstanding,image quality,great,capability,0.5024
great,case,good,case,0.5429
good,case,great,case,0.5429
great,case,fine,case,0.5135
great,clarity,good,clarity,1.0
good,clarity,great,clarity,1.0
great,color,perfect,color,1.0
perfect,color,great,color,1.0
bright,color,great,color,0.535
great,connection,strong,connection,1.0
strong,connection,great,connection,1.0
great,connection,great,signal,0.5135
great,signal,great,connection,0.5135
excellent,finish,great,construction,0.5385
great,contrast,excellent,contrast,1.0
excellent,contrast,great,contrast,1.0
great,contrast,good,contrast,1.0
good,contrast,great,contrast,1.0
great,function,great,control,0.5238
flexible,cord,great,cord,0.5199
great,cover,nice,cover,1.0
nice,cover,great,cover,1.0
great,cover,thin,cover,0.5135
great,customer service,good,customer service,1.0
good,customer service,great,customer service,1.0
great,customer service,excellent,customer service,1.0
excellent,customer service,great,customer service,1.0
great,deal,aware,buyer,0.5278
aware,buyer,great,deal,0.5278
great,design,awesome,one,0.5135
awesome,one,great,design,0.5135
great,design,good,design,1.0
good,design,great,design,1.0
great,design,nice,design,1.0
nice,design,great,design,1.0
great,detail,good,image,0.5135
great,detail,more,detail,1.0
more,detail,great,detail,1.0
great,device,better,device,1.0
better,device,great,device,1.0
great,device,amazing,device,1.0
amazing,device,great,device,1.0
great,display,great,screen,1.0
great,screen,great,display,1.0
crisp,display,great,display,0.5126
great,drive,good,drive,1.0
good,drive,great,drive,1.0
great,earbud,good,earbud,0.5429
good,earbud,great,earbud,0.5429
great,earbud,good,earphone,1.0
good,earphone,great,earbud,1.0
great,isolation,great,earphone,0.5135
intuitive,software,great,experience,0.5135
silent,fan,great,fan,1.0
great,fan,quiet,fan,0.5418
quiet,fan,great,fan,0.5418
great,feature,nice,feature,1.0
nice,feature,great,feature,1.0
great,feel,excellent,feel,1.0
excellent,feel,great,feel,1.0
great,feel,nice,feel,1.0
nice,feel,great,feel,1.0
great,feel,good,feel,1.0
good,feel,great,feel,1.0
great,flash,powerful,flash,1.0
powerful,flash,great,flash,1.0
great,flash,good,flash,1.0
good,flash,great,flash,1.0
great,function,great,feature,1.0
great,feature,great,function,1.0
great,function,nice,feature,0.5429
great,functionality,great,concept,0.5714
great,concept,great,functionality,0.5714
amazing,graphic,great,game,0.5238
great,game,amazing,game,1.0
amazing,game,great,game,1.0
good,graphic,great,graphic,0.5238
great,graphic,amazing,graphic,1.0
amazing,graphic,great,graphic,1.0
great,grip,nice,grip,1.0
nice,grip,great,grip,1.0
great,hardware,nice,hardware,1.0
nice,hardware,great,hardware,1.0
fast,processor,great,hardware,0.5152
great,headphone,awesome,headphone,0.5357
awesome,headphone,great,headphone,0.5357
great,headphone,good,headphone,1.0
good,headphone,great,headphone,1.0
great,headset,light,headset,0.5278
light,headset,great,headset,0.5278
great,headset,great,sound quality,0.5294
great,sound quality,great,headset,0.5294
great,image,good,image,1.0
good,image,great,image,1.0
great,image quality,good,image quality,1.0
good,image quality,great,image quality,1.0
great,image quality,superb,image quality,1.0
superb,image quality,great,image quality,1.0
great,interface,intuitive,interface,0.5028
intuitive,interface,great,interface,0.5028
great,interface,nice,interface,1.0
nice,interface,great,interface,1.0
great,isolation,thin,cord,0.5429
thin,cord,great,isolation,0.5429
great,item,great,product,1.0
great,product,great,item,1.0
great,key,nice,key,1.0
nice,key,great,key,1.0
great,key,fantastic,keyboard,0.532
fantastic,keyboard,great,key,0.532
great,keyboard,large,keyboard,1.0
