premise_mod,premise_asp,conclusion_mod,conclusion_asp,confidence
great,view from,great,view of city,1.0
great,view of city,good,view,0.5484
good,view,great,view of city,0.5484
decent,breakfast,great,view of golden gate bridge,0.5152
good,bathroom,great,water pressure,0.514
great,room,great,weekend,0.5152
great,wine,nice,wine,1.0
nice,wine,great,wine,1.0
great,wine,complimentary,wine,0.5152
complimentary,wine,great,wine,0.5152
great,wine,good,wine,1.0
good,wine,great,wine,1.0
great,wine hour,complimentary,wine hour,0.5152
complimentary,wine hour,great,wine hour,0.5152
great,wine reception,nice,wine reception,1.0
nice,wine reception,great,wine reception,1.0
great,wine reception,great,wine hour,1.0
great,wine hour,great,wine reception,1.0
free,wine tasting,great,wine tasting,0.5152
free,wine reception,great,wine tasting,0.5152
great boutique,hotel,nice boutique,hotel,1.0
nice boutique,hotel,great boutique,hotel,1.0
great boutique,hotel,great,boutique,1.0
great,boutique,great boutique,hotel,1.0
great boutique,hotel,boutique,hotel,0.5217
boutique,hotel,great boutique,hotel,0.5217
great for,location,better,location,1.0
better,location,great for,location,1.0
great for,shopping,good,shopping,1.0
good,shopping,great for,shopping,1.0
great old,hotel,beautiful old,hotel,1.0
beautiful old,hotel,great old,hotel,1.0
beautiful,architecture,great old,hotel,0.5
great size,room,spacious,room,1.0
spacious,room,great size,room,1.0
great size,room,roomy,room,1.0
roomy,room,great size,room,1.0
quick,check,happy,service,1.0
happy,staff,helpful,staff,1.0
helpful,staff,happy,staff,1.0
happy,staff,lovely,staff,1.0
lovely,staff,happy,staff,1.0
hard,bed,not comfortable,bed,0.5152
hard,bed,hard,mattress,1.0
hard,mattress,hard,bed,1.0
hard,mattress,firm,bed,0.56
firm,bed,hard,mattress,0.56
heated,pool,warm,pool,0.5367
warm,pool,heated,pool,0.5367
heated,pool,nice,pool area,1.0
helpful,bellman,helpful,doorman,1.0
helpful,doorman,helpful,bellman,1.0
helpful,bellman,excellent,staff,0.5312
helpful,concierge,friendly,concierge,0.5312
friendly,concierge,helpful,concierge,0.5312
helpful,concierge,great,concierge,1.0
great,concierge,helpful,concierge,1.0
helpful,concierge,knowledgeable,concierge,0.5312
knowledgeable,concierge,helpful,concierge,0.5312
helpful,desk staff,helpful,front desk,1.0
helpful,front desk,helpful,desk staff,1.0
helpful,doorman,friendly,doorman,0.5152
helpful,doorman,outstanding,staff,0.5172
outstanding,staff,helpful,doorman,0.5172
helpful,front desk,helpful,desk staff,0.5263
helpful,desk staff,helpful,front desk,0.5263
helpful,front desk,pleasant,staff,0.5517
pleasant,staff,helpful,front desk,0.5517
helpful,front desk staff,helpful,front desk,1.0
helpful,front desk,helpful,front desk staff,1.0
helpful,hotel staff,friendly,hotel staff,1.0
friendly,hotel staff,helpful,hotel staff,1.0
helpful,hotel staff,comfortable,hotel,0.5152
helpful,hotel staff,pleasant,staff,0.5
pleasant,staff,helpful,hotel staff,0.5
helpful,lady,nice,lady,1.0
nice,lady,helpful,lady,1.0
helpful,people,friendly,people,0.5312
friendly,people,helpful,people,0.5312
helpful,reception staff,friendly,reception staff,1.0
friendly,reception staff,helpful,reception staff,1.0
helpful,receptionist,friendly,receptionist,1.0
friendly,receptionist,helpful,receptionist,1.0
helpful,staff,friendly,staff,1.0
friendly,staff,helpful,staff,1.0
helpful,staff,good,staff,1.0
good,staff,helpful,staff,1.0
helpful,staff,helpfulness,staff,1.0
helpfulness,staff,helpful,staff,1.0
helpful,staff member,perfect,staff,0.5238
perfect,staff,helpful,staff member,0.5238
helpfull,staff,helpful,staff,1.0
helpful,staff,helpfull,staff,1.0
helpfull,staff,nice,people,0.5152
helpfull,staff,kind,staff,1.0
kind,staff,helpfull,staff,1.0
helpfulness,staff,helpful,staff,1.0
helpful,staff,helpfulness,staff,1.0
helpfulness,staff,friendly,staff,0.5152
friendly,staff,helpfulness,staff,0.5152
helpfulness,staff,knowledgeable,staff,0.5
knowledgeable,staff,helpfulness,staff,0.5
high,cost,pricey,parking,1.0
high,parking fee,high,cost,0.5021
high,noise level,noisy,hotel,1.0
noisy,hotel,high,noise level,1.0
high,parking fee,expensive,parking fee,1.0
expensive,parking fee,high,parking fee,1.0
high,parking fee,pricey,parking,1.0
pricey,parking,high,parking fee,1.0
high,parking rate,too expensive,parking,1.0
too expensive,parking,high,parking rate,1.0
high,parking rate,high,parking,1.0
high,parking,high,parking rate,1.0
historic,hotel,beautiful old,hotel,1.0
beautiful old,hotel,historic,hotel,1.0
not good,hotel,horrible,bed,0.5
horrible,breakfast,terrible,breakfast,1.0
terrible,breakfast,horrible,breakfast,1.0
horrible,breakfast,awful,breakfast,1.0
awful,breakfast,horrible,breakfast,1.0
bad,experience,horrible,customer service,0.5484
horrible,customer service,terrible,customer service,1.0
terrible,customer service,horrible,customer service,1.0
horrible,experience,bad,experience,1.0
bad,experience,horrible,experience,1.0
rude,manager,horrible,experience,1.0
horrible,hotel,bad,hotel,1.0
bad,hotel,horrible,hotel,1.0
horrible,hotel,dirty,hotel,0.56
dirty,hotel,horrible,hotel,0.56
horrible,location,terrible,location,1.0
terrible,location,horrible,location,1.0
horrible,location,not nice,area,0.5161
not nice,area,horrible,location,0.5161
horrible,place,dirty,place,1.0
dirty,place,horrible,place,1.0
bad,place,horrible,place,0.5484
horrible,room,old,room,0.5
old,room,horrible,room,0.5
horrible,room,horrible,hotel,0.5152
horrible,service,bad,service,1.0
bad,service,horrible,service,1.0
horrible,service,poor,service,1.0
poor,service,horrible,service,1.0
horrible,smell,bad,smell,1.0
bad,smell,horrible,smell,1.0
horrible,staff,rude,staff,1.0
rude,staff,horrible,staff,1.0
hospitable,staff,excellent,staff,0.5714
excellent,staff,hospitable,staff,0.5714
hot,breakfast,good,breakfast,1.0
good,breakfast,hot,breakfast,1.0
fresh,coffee,hot,coffee,0.5312
hot,room,hot,ac,0.5833
hot,ac,hot,room,0.5833
hot,shower,hot,water,0.5
huge,bathroom,spacious,bathroom,1.0
spacious,bathroom,huge,bathroom,1.0
huge,bathroom,nice,bathroom,1.0
huge,closet,big,closet,1.0
big,closet,huge,closet,1.0
huge,hotel,big,hotel,1.0
big,hotel,huge,hotel,1.0
huge,parking,big,parking,1.0
big,parking,huge,parking,1.0
huge,room,large,room,1.0
large,room,huge,room,1.0
huge,room,spacious,room,0.5
spacious,room,huge,room,0.5
huge,room,large comfortable,room,1.0
large comfortable,room,huge,room,1.0
huge,tv,large,tv,1.0
large,tv,huge,tv,1.0
huge,tv,big,tv,1.0
big,tv,huge,tv,1.0
ideal,location,great,location,1.0
great,location,ideal,location,1.0
ideal,location,awesome,location,1.0
awesome,location,ideal,location,1.0
ideal,location,love,location,0.5484
immaculate,room,excellent,stay,1.0
immaculate,room,excellent,hotel,0.5484
impeccable,service,superb,service,1.0
superb,service,impeccable,service,1.0
impeccable,service,fabulous,service,1.0
fabulous,service,impeccable,service,1.0
impressive,lobby,gorgeous,lobby,1.0
gorgeous,lobby,impressive,lobby,1.0
improve,breakfast,better,breakfast,1.0
better,breakfast,improve,breakfast,1.0
improve,breakfast,not good,breakfast,0.52
not good,breakfast,improve,breakfast,0.52
improve,breakfast,fine,breakfast,0.5161
fine,breakfast,improve,breakfast,0.5161
incredible,hotel,beautiful,service,0.5161
incredible,location,amazing,location,1.0
amazing,location,incredible,location,1.0
incredible,location,outstanding,location,1.0
outstanding,location,incredible,location,1.0
incredible,location,fabulous,location,1.0
fabulous,location,incredible,location,1.0
incredible,room,amazing,room,1.0
amazing,room,incredible,room,1.0
incredible,service,wonderful,service,1.0
wonderful,service,incredible,service,1.0
amazing,food,incredible,service,0.5172
incredible,staff,exceptional,staff,1.0
exceptional,staff,incredible,staff,1.0
incredible,staff,good,hotel experience,1.0
incredible,staff,wonderful,staff,1.0
wonderful,staff,incredible,staff,1.0
incredible,view,spectacular,view,1.0
spectacular,view,incredible,view,1.0
incredible,view,stunning,view,1.0
stunning,view,incredible,view,1.0
incredible,view,gorgeous,view,1.0
gorgeous,view,incredible,view,1.0
inexpensive,hotel,good for,price,0.5517
good for,price,inexpensive,hotel,0.5517
informative,staff,amazing,hotel staff,0.5455
interesting,decor,love,decor,1.0
love,decor,interesting,decor,1.0
interesting,decor,unique,decor,0.5152
unique,decor,interesting,decor,0.5152
interesting,hotel,cool,hotel,0.5217
cool,hotel,interesting,hotel,0.5217
charming,room,interesting,hotel,0.5333
kind,hotel staff,pleasant,staff,1.0
pleasant,staff,kind,hotel staff,1.0
kind,people,fine,service,0.5152
fine,service,kind,people,0.5152
kind,staff,nice,staff,1.0
nice,staff,kind,staff,1.0
kind,staff,friendly,staff,1.0
friendly,staff,kind,staff,1.0
kind,staff,nice,people,0.5
nice,people,kind,staff,0.5
knowledgable,staff,great,staff,0.5152
great,staff,knowledgable,staff,0.5152
knowledgeable,concierge,friendly,concierge,0.5185
friendly,concierge,knowledgeable,concierge,0.5185
knowledgeable,concierge,great,concierge,0.5161
great,concierge,knowledgeable,concierge,0.5161
lack,amenity,small,bathroom,0.5312
lack,room,terrible,service,0.5172
lack of,amenity,awful,bed,0.501
awful,bed,lack of,amenity,0.501
large,bathroom,big,bathroom,1.0
big,bathroom,large,bathroom,1.0
large,closet,big,closet,1.0
big,closet,large,closet,1.0
large,hotel,big,hotel,1.0
big,hotel,large,hotel,1.0
large,hotel,huge,hotel,1.0
huge,hotel,large,hotel,1.0
huge,hotel,large,lobby,0.5152
large,room,spacious,room,1.0
spacious,room,large,room,1.0
large,room,huge,room,1.0
huge,room,large,room,1.0
large,room,large comfortable,room,1.0
large comfortable,room,large,room,1.0
large,shower,nice,bathroom,0.5608
large,shower,great,bathroom,0.5312
large,tv,huge,tv,1.0
huge,tv,large,tv,1.0
large comfortable,room,large,room,1.0
large,room,large comfortable,room,1.0
large comfortable,room,huge,room,1.0
huge,room,large comfortable,room,1.0
late,check,late,check out,1.0
late,check out,late,check,1.0
late,check out,late,checkout,1.0
late,checkout,late,check out,1.0
late,checkout,late,check out,1.0
late,check out,late,checkout,1.0
like,staff,nice,atmosphere,0.5161
limited,breakfast,disappointing,breakfast,0.5021
disappointing,breakfast,limited,breakfast,0.5021
limited,breakfast,basic,breakfast,0.5172
basic,breakfast,limited,breakfast,0.5172
limited,parking,small,parking lot,0.5172
small,parking lot,limited,parking,0.5172
not enough,staff,limited,room service,0.5
limited,space,small,space,1.0
small,space,limited,space,1.0
limited,space,tight,space,1.0
tight,space,limited,space,1.0
little,room,small,room,1.0
small,room,little,room,1.0
little,room,small,closet,0.5385
little,room,uncomfortable,room,0.5152
small,closet,little,space,0.5152
little,space,cramped,room,0.5172
little bit small,room,small,room,1.0
small,room,little bit small,room,1.0
little bit small,room,tiny,room,1.0
tiny,room,little bit small,room,1.0
little bit small,room,very small,room,1.0
very small,room,little bit small,room,1.0
little sketchy,neighborhood,not great,neighborhood,0.5161
little small,bathroom,tight,bathroom,1.0
tight,bathroom,little small,bathroom,1.0
little small,bathroom,bit small,bathroom,1.0
bit small,bathroom,little small,bathroom,1.0
little small,bathroom,small,bathroom,1.0
small,bathroom,little small,bathroom,1.0
little small,room,bit small,room,1.0
bit small,room,little small,room,1.0
little small,room,smallish,room,1.0
smallish,room,little small,room,1.0
little thin,wall,thin,wall,1.0
thin,wall,little thin,wall,1.0
lot of,amenity,nice,amenity,1.0
nice,amenity,lot of,amenity,1.0
lot of,amenity,great,everything,0.5172
lot of,bed,large,bed,0.5152
large,bed,lot of,bed,0.5152
lot of,homeless people,full of,homeless people,1.0
full of,homeless people,lot of,homeless people,1.0
lot of,homeless people,not great,area,0.5312
lot of,noise,noisy,location,1.0
noisy,location,lot of,noise,1.0
lot of,pillow,nice,bed,0.5152
lot of,place,great,area,0.5312
great,area,lot of,place,0.5312
walking distance,restaurant,lot of,place to eat,0.5152
lot of,restaurant,plenty of,restaurant,1.0
plenty of,restaurant,lot of,restaurant,1.0
lot of,room,plenty of,room,1.0
plenty of,room,lot of,room,1.0
lot of,shopping,plenty of,shopping,1.0
plenty of,shopping,lot of,shopping,1.0
lot of,space,lot of,room,0.5206
lot of,room,lot of,space,0.5206
big,room,lot of,space,0.5484
lot of,street noise,loud,street noise,1.0
loud,street noise,lot of,street noise,1.0
lot of,street noise,loud,noise,0.5
loud,noise,lot of,street noise,0.5
lot of,street noise,loud,room,1.0
lot of,traffic noise,noisy,traffic,1.0
noisy,traffic,lot of,traffic noise,1.0
lot of,union square,convenient to,union square,1.0
convenient to,union square,lot of,union square,1.0
loud,ac,loud,air conditioner,1.0
loud,air conditioner,loud,ac,1.0
loud,air conditioner,noisy,ac,0.5152
loud,air conditioning,noisy,air conditioner,1.0
noisy,air conditioner,loud,air conditioning,1.0
loud,air conditioning,loud,ac,1.0
loud,ac,loud,air conditioning,1.0
loud,elevator,next to,elevator,0.5102
next to,elevator,loud,elevator,0.5102
loud,elevator,noisy,elevator,1.0
noisy,elevator,loud,elevator,1.0
loud,fan,noisy,fan,1.0
noisy,fan,loud,fan,1.0
thin,room,loud,neighbor,0.5161
loud,neighbor,noisy,neighbor,0.5667
noisy,neighbor,loud,neighbor,0.5667
loud,noise,lot of,street noise,0.5357
lot of,street noise,loud,noise,0.5357
loud,noise,loud,room,0.5312
loud,street,loud,noise,0.5455
loud,noise,loud,street,0.5455
loud,street noise,lot of,street noise,1.0
lot of,street noise,loud,street noise,1.0
loud,street noise,loud,noise,0.5304
small,microwave,loud,traffic,0.5333
loud,traffic noise,noisy,traffic,0.5152
noisy,traffic,loud,traffic noise,0.5152
love,atmosphere,relaxed,atmosphere,1.0
relaxed,atmosphere,love,atmosphere,1.0
love,bathroom,great,bathroom,0.5152
great,bathroom,love,bathroom,0.5152
love,bathroom,nice,bathroom,1.0
nice,bathroom,love,bathroom,1.0
love,bed,awesome,bed,0.5
awesome,bed,love,bed,0.5
great,bed,love,bed,1.0
love,breakfast,lovely,breakfast,1.0
lovely,breakfast,love,breakfast,1.0
love,breakfast,great,breakfast,1.0
great,breakfast,love,breakfast,1.0
love,breakfast,perfect,breakfast,0.5
perfect,breakfast,love,breakfast,0.5
love,hotel,fantastic,hotel,0.5152
fantastic,hotel,love,hotel,0.5152
wonderful,staff,love,hotel,1.0
love,lobby,beautiful,decor,0.5312
love,lobby,elegant,lobby,0.5152
love,location,perfect,location,1.0
perfect,location,love,location,1.0
love,location,fabulous,location,1.0
fabulous,location,love,location,1.0
love,place,great,place,0.5484
great,place,love,place,0.5484
love,pool,great,pool,0.5152
great,pool,love,pool,0.5152
love,restaurant,great,restaurant,1.0
great,restaurant,love,restaurant,1.0
love,room,awesome,room,1.0
awesome,room,love,room,1.0
most comfortable,bed,love,room,0.5152
love,service,nice,service,1.0
nice,service,love,service,1.0
love,service,quick,service,0.5484
love,staff,excellent,staff,1.0
excellent,staff,love,staff,1.0
love,staff,great,staff,0.5234
great,staff,love,staff,0.5234
love,view,great,view,1.0
great,view,love,view,1.0
love,view,excellent,view,1.0
excellent,view,love,view,1.0
love,view,good,view,1.0
good,view,love,view,1.0
love,wine,nice,wine,1.0
nice,wine,love,wine,1.0
lovely,bar,great,bar,1.0
great,bar,lovely,bar,1.0
lovely,bar,nice,bar,1.0
nice,bar,lovely,bar,1.0
lovely,bar,fantastic,bar,0.5333
fantastic,bar,lovely,bar,0.5333
lovely,bathroom,beautiful,bathroom,1.0
beautiful,bathroom,lovely,bathroom,1.0
lovely,bed,great size,room,1.0
excellent,bed,lovely,bed,0.5161
lovely,breakfast,love,breakfast,1.0
love,breakfast,lovely,breakfast,1.0
lovely,breakfast,wonderful,breakfast,1.0
wonderful,breakfast,lovely,breakfast,1.0
lovely,breakfast,perfect,breakfast,1.0
perfect,breakfast,lovely,breakfast,1.0
lovely,hotel,fabulous,hotel,1.0
fabulous,hotel,lovely,hotel,1.0
lovely,hotel,superb,hotel,1.0
superb,hotel,lovely,hotel,1.0
lovely,hotel,wonderful,hotel,1.0
wonderful,hotel,lovely,hotel,1.0
lovely,decor,lovely,lobby,0.5
lovely,location,excellent,accommodation,0.5152
excellent,accommodation,lovely,location,0.5152
lovely,location,fantastic,stay,0.5385
lovely,place,lovely,stay,0.5152
lovely,stay,lovely,place,0.5152
superb,staff,lovely,place,1.0
lovely,place,amazing,experience,0.5152
lovely,restaurant,great,restaurant,1.0
great,restaurant,lovely,restaurant,1.0
lovely,restaurant,fabulous,restaurant,1.0
fabulous,restaurant,lovely,restaurant,1.0
lovely,room,wonderful,room,1.0
wonderful,room,lovely,room,1.0
lovely,staff,welcome,staff,0.5263
welcome,staff,lovely,staff,0.5263
lovely,staff,great,staff,1.0
great,staff,lovely,staff,1.0
lovely,staff,fabulous,staff,1.0
fabulous,staff,lovely,staff,1.0
lovely,stay,fabulous,hotel,1.0
fabulous,hotel,lovely,stay,1.0
lovely,stay,memorable,stay,0.5
memorable,stay,lovely,stay,0.5
lovely,view,breathtake,view,1.0
breathtake,view,lovely,view,1.0
lovely,view,stunning,view,1.0
stunning,view,lovely,view,1.0
lovely,view,gorgeous,view,1.0
gorgeous,view,lovely,view,1.0
low,price,cheap,price,1.0
cheap,price,low,price,1.0
low,price,cheap,place,1.0
cheap,place,low,price,1.0
low,water pressure,poor,water pressure,1.0
poor,water pressure,low,water pressure,1.0
lumpy,bed,old,mattress,0.5
old,mattress,lumpy,bed,0.5
luxurious,hotel,elegant,hotel,1.0
elegant,hotel,luxurious,hotel,1.0
luxurious,room,elegant,room,0.5161
luxury,hotel,luxurious,hotel,1.0
luxurious,hotel,luxury,hotel,1.0
luxury,hotel,gorgeous,hotel,0.5455
many,homeless people,lot of,homeless people,1.0
lot of,homeless people,many,homeless people,1.0
many,homeless people,lot of,homeless,1.0
lot of,homeless,many,homeless people,1.0
many,restaurant,plenty of,restaurant,1.0
plenty of,restaurant,many,restaurant,1.0
many,restaurant,close to,restaurant,0.5333
close to,restaurant,many,restaurant,0.5333
many,shop,plenty of,shopping,1.0
plenty of,shopping,many,shop,1.0
memorable,stay,amazing,experience,1.0
amazing,experience,memorable,stay,1.0
beautiful,location,memorable,stay,0.5266
minimal,breakfast,poor,breakfast,0.5152
poor,breakfast,minimal,breakfast,0.5152
large,shower,modern,bathroom,0.5152
nice,bathroom,modern,bathroom,0.5
modern,decor,modern,hotel,0.5102
modern,decor,modern,room,0.5182
modern,room,modern,decor,0.5182
modern,design,modern,hotel,0.5152
modern,hotel,modern,design,0.5152
modern,design,modern,room,0.5667
modern,design,modern,hotel,0.5263
modern,lobby,free,room,0.5333
modern,room,modern,hotel,0.5312
modern,design,modern,room,0.5667
most comfortable,bed,amazing,bed,1.0
amazing,bed,most comfortable,bed,1.0
most helpful,staff,helpful,staff,1.0
helpful,staff,most helpful,staff,1.0
most helpful,staff,friendliness,staff,1.0
friendliness,staff,most helpful,staff,1.0
much,noise,noisy,location,1.0
noisy,location,much,noise,1.0
much large,room,huge,room,1.0
huge,room,much large,room,1.0
much small,room,small,room,0.5
small,room,much small,room,0.5
musty,smell,unpleasant,smell,1.0
unpleasant,smell,musty,smell,1.0
musty,smell,musty,room,1.0
musty,room,musty,smell,1.0
narrow,room,small,room size,1.0
small,room size,narrow,room,1.0
narrow,room,very small,room,1.0
very small,room,narrow,room,1.0
near,bart,close to,bart,1.0
close to,bart,near,bart,1.0
near,cable car,excellent,location,0.5484
near,cable car,close to,cable car,1.0
close to,cable car,near,cable car,1.0
near,chinatown,close to,chinatown,1.0
close to,chinatown,near,chinatown,1.0
near,chinatown,close to,china town,1.0
close to,china town,near,chinatown,1.0
near,chinatown,next to,chinatown,0.5
next to,chinatown,near,chinatown,0.5
near,downtown,close to,center,1.0
close to,center,near,downtown,1.0
near,fisherman 's wharf,walking distance,pier 39,0.5152
walking distance,pier 39,near,fisherman 's wharf,0.5152
near,fisherman 's wharf,close to,fisherman 's wharf,1.0
close to,fisherman 's wharf,near,fisherman 's wharf,1.0
near,hotel,comfortable,hotel,0.5385
comfortable,hotel,near,hotel,0.5385
near,location,close to,location,1.0
close to,location,near,location,1.0
near,location,good,location,1.0
good,location,near,location,1.0
near,public transportation,easy,access to public transportation,0.5
easy,access to public transportation,near,public transportation,0.5
near,restaurant,nearby,restaurant,1.0
nearby,restaurant,near,restaurant,1.0
near,room,near,elevator,0.5357
near,shop,nearby,shop,1.0
nearby,shop,near,shop,1.0
near,shop,close to,shop,1.0
close to,shop,near,shop,1.0
near,shopping,close to,shopping,1.0
close to,shopping,near,shopping,1.0
near,union square,close to,union square,1.0
close to,union square,near,union square,1.0
near,union square,convenient to,union square,0.5455
near,union square,2 block from,union square,0.5333
near,wharf,close to,fishermans wharf,1.0
close to,fishermans wharf,near,wharf,1.0
near,wharf,close to,wharf,1.0
close to,wharf,near,wharf,1.0
close to,fisherman 's wharf,near,wharf,0.5152
near to,union square,close to,union square,1.0
close to,union square,near to,union square,1.0
near to,union square,good,location near union square,1.0
good,location near union square,near to,union square,1.0
nearby,restaurant,near,restaurant,1.0
near,restaurant,nearby,restaurant,1.0
nearby,shop,near,shop,1.0
near,shop,nearby,shop,1.0
new,hotel,modern,design,0.5333
modern,design,new,hotel,0.5333
new,room,comfortable,stay,1.0
newly remodel,room,newly renovate,room,1.0
newly renovate,room,newly remodel,room,1.0
newly remodel,room,recently remodel,room,1.0
recently remodel,room,newly remodel,room,1.0
newly renovate,room,newly remodel,room,0.5
newly remodel,room,newly renovate,room,0.5
next to,bart,close to,bart,1.0
close to,bart,next to,bart,1.0
next to,bart,easy,access to bart,1.0
easy,access to bart,next to,bart,1.0
next to,bart station,next to,bart,0.5333
next to,bart,next to,bart station,0.5333
next to,bart station,close to,bart,0.5312
close to,bart,next to,bart station,0.5312
next to,cable car,near,cable car,0.5172
near,cable car,next to,cable car,0.5172
next to,china town,next to,chinatown,1.0
next to,chinatown,next to,china town,1.0
next to,china town,close to,chinatown,1.0
close to,chinatown,next to,china town,1.0
next to,china town,close to,china town,1.0
close to,china town,next to,china town,1.0
next to,chinatown,close to,chinatown,1.0
close to,chinatown,next to,chinatown,1.0
next to,chinatown,next to,china town,1.0
next to,china town,next to,chinatown,1.0
next to,room,like,location,0.5161
next to,union square,excellent,central location,0.5217
excellent,central location,next to,union square,0.5217
nice,hotel,nice,accommodation,0.5172
nice,ambiance,good,bar,0.5161
great,lobby,nice,ambiance,0.5667
nice,ambience,good,meal,0.5172
nice,decor,nice,ambience,0.5152
nice,amenity,great,amenity,1.0
great,amenity,nice,amenity,1.0
nice,amenity,great,stay,0.5152
great,stay,nice,amenity,0.5152
close to,place,nice,area,0.5152
nice,area,good,area,0.52
good,area,nice,area,0.52
nice,atmosphere,great,vibe,1.0
great,vibe,nice,atmosphere,1.0
nice,atmosphere,good,atmosphere,1.0
good,atmosphere,nice,atmosphere,1.0
nice,atmosphere,great,atmosphere,1.0
great,atmosphere,nice,atmosphere,1.0
nice,bar,great,bar,1.0
great,bar,nice,bar,1.0
nice,bar,lovely,bar,1.0
lovely,bar,nice,bar,1.0
nice,bath,nice,bathroom,1.0
nice,bathroom,nice,bath,1.0
nice,bath,great,bathroom,1.0
great,bathroom,nice,bath,1.0
nice,bath,love,bathroom,1.0
love,bathroom,nice,bath,1.0
nice,bathroom,great,bathroom,1.0
great,bathroom,nice,bathroom,1.0
nice,bathroom,love,bathroom,1.0
love,bathroom,nice,bathroom,1.0
nice,bed,comfortable,bed,1.0
comfortable,bed,nice,bed,1.0
nice,breakfast,good,breakfast,1.0
good,breakfast,nice,breakfast,1.0
nice,breakfast,decent,breakfast,1.0
decent,breakfast,nice,breakfast,1.0
nice,breakfast buffet,good,breakfast buffet,1.0
good,breakfast buffet,nice,breakfast buffet,1.0
nice,breakfast buffet,excellent,breakfast,0.5152
excellent,breakfast,nice,breakfast buffet,0.5152
nice,building,beautiful,architecture,0.5484
beautiful,architecture,nice,building,0.5484
nice,cafe,great,cafe,1.0
great,cafe,nice,cafe,1.0
nice,central location,good,hotel location,0.5
good,hotel location,nice,central location,0.5
nice,city view,nice,view of city,0.5312
nice,view of city,nice,city view,0.5312
nice,city view,amazing,view of city,1.0
amazing,view of city,nice,city view,1.0
nice,city view,great,view of city,1.0
great,view of city,nice,city view,1.0
nice,coffee,great,coffee,1.0
great,coffee,nice,coffee,1.0
nice,concierge,friendly,concierge,1.0
friendly,concierge,nice,concierge,1.0
nice,concierge,wonderful,concierge,1.0
wonderful,concierge,nice,concierge,1.0
nice,concierge,helpful,concierge,0.5405
helpful,concierge,nice,concierge,0.5405
nice,continental,continental,breakfast,0.5517
continental,breakfast,nice,continental,0.5517
nice,continental breakfast,good,continental breakfast,1.0
good,continental breakfast,nice,continental breakfast,1.0
nice,decor,great,decor,1.0
great,decor,nice,decor,1.0
nice,decor,decorate,room,0.5152
decorate,room,nice,decor,0.5152
nice,decor,nicely decorate,room,1.0
nicely decorate,room,nice,decor,1.0
nice,decoration,cute,hotel,0.56
cute,hotel,nice,decoration,0.56
nice,design,trendy,hotel,0.5172
trendy,hotel,nice,design,0.5172
nice,desk,easy,check in,0.5152
nice,desk,easy,check - in,0.5152
easy,check - in,nice,desk,0.5152
nice,everyone,amazing,staff,1.0
amazing,staff,nice,everyone,1.0
nice,room,nice,everything,0.5
nice,experience,nice,time,1.0
nice,time,nice,experience,1.0
nice,experience,nice,stay,0.5
nice,stay,nice,experience,0.5
good,gym,nice,facility,0.5484
nice,facility,good,facility,1.0
good,facility,nice,facility,1.0
nice,facility,excellent,facility,0.5312
nice,food,good,food,1.0
good,food,nice,food,1.0
nice,food,tasty,food,1.0
tasty,food,nice,food,1.0
good,value,nice,front desk staff,0.53
nice,furnishings,furnished,room,0.5112
nice,guy,friendly,owner,0.501
friendly,owner,nice,guy,0.501
nice,guy,friendly,manager,0.5
friendly,manager,nice,guy,0.5
nice,gym,good,gym,0.5152
good,gym,nice,gym,0.5152
nice,gym,great,gym,1.0
great,gym,nice,gym,1.0
nice,hostel,good,hostel,0.5161
good,hostel,nice,hostel,0.5161
nice,hostel,clean,hostel,0.5152
clean,hostel,nice,hostel,0.5152
nice,hotel,good,experience,0.5152
nice,hotel staff,friendly,front desk staff,0.5152
friendly,front desk staff,nice,hotel staff,0.5152
nice,hotel staff,nice,staff,1.0
nice,staff,nice,hotel staff,1.0
clean,kitchen,nice,kitchen,0.501
nice,lobby,good,lobby,1.0
good,lobby,nice,lobby,1.0
nice,lobby area,nice,lobby,1.0
nice,lobby,nice,lobby area,1.0
nice,location,nice,place,1.0
nice,place,nice,location,1.0
nice,manager,friendly,manager,1.0
friendly,manager,nice,manager,1.0
nice,motel,great,motel,1.0
great,motel,nice,motel,1.0
clean,motel,nice,motel,0.5333
nice,neighborhood,safe,neighborhood,1.0
safe,neighborhood,nice,neighborhood,1.0
nice,parking,good,parking,1.0
good,parking,nice,parking,1.0
nice,parking,close to,parking,1.0
close to,parking,nice,parking,1.0
nice,parking,great,parking,1.0
great,parking,nice,parking,1.0
nice,people,good,place,1.0
nice,people,friendly,people,1.0
friendly,people,nice,people,1.0
nice,place,good,experience,0.5312
good,experience,nice,place,0.5312
nice,location,nice,place,0.5333
nice,pool,clean,pool,0.5152
nice,pool,great,pool,1.0
great,pool,nice,pool,1.0
nice,pool,nice,pool area,1.0
nice,pool area,nice,pool,1.0
nice,pool area,heated,pool,0.5152
nice,pool area,nice,pool,1.0
nice,pool,nice,pool area,1.0
nice,price,good,value for price,1.0
good,value for price,nice,price,1.0
nice,price,good,price,1.0
good,price,nice,price,1.0
free,wine reception,nice,reception,0.5234
good,tv,nice,refrigerator,0.5312
nice,restaurant,good,restaurant,1.0
good,restaurant,nice,restaurant,1.0
nice,restaurant,delicious,restaurant,0.5517
nice,restaurant,great,restaurant,1.0
great,restaurant,nice,restaurant,1.0
nice,room,nice,stay,0.5182
nice,stay,nice,room,0.5182
nice,room,nice,hotel,1.0
good,experience,nice,room,0.5357
nice,room service,excellent,room service,1.0
